id,categoria,codigo,nombre,minimo,alicuota_num
890,14,712909.2,Alquiler y arrendamiento de maquinaria y equipo n.c.p.,471.00,9.30
591,14,712200,Alquiler y arrendamiento de maquinaria y equipo para la construcción y la industria (sin personal),471.00,9.30
652,14,712909.1,Alquiler y arrendamiento de máquinas para salones de entretenimientos,471.00,9.30
626,39,012230,"Apicultura (Incluye la producción de miel, jalea real, polen, propóleo).",577.00,7.00
719,8,551229.4,"Appart-hotel, por unidad, departamento y casa. Con un mínimo por cada uno de $ 131,80.",0.00,10.50
544,27,523999.2,Artesanos. Venta al por menor de artesanías,471.00,7.00
120,27,524990,Artículos usados o reacondicionados,471.00,8.40
568,77,662030,Aseguradora de riesgo de trabajo (A.R.T.),0.00,15.80
263,2,201000,Aserraderos. Preparación y conservación de maderas (excepto las terciadas y conglomeradas),577.00,7.00
258,16,921420,Autores compositores y artistas,315.00,7.00
7,7,652130,"Bancos
Con un mínimo por cada cuenta corriente y caja de ahorro (excluidas cuentas sueldos) de $ 5.",0.00,27.80
301,62,552115.2,"Bar con música, sin espectáculo público, instalado dentro del perímetro y tramos establecidos por el Artículo 156° de la presente.",2785.00,22.00
728,62,552115.1,"Bar con música, sin espectáculo público, instalado fuera del perímetro y tramos establecidos por el Artículo 156° de la presente.",1852.00,22.00
435,62,552114.4,"Bar, confiterías, pizzerías, lomiterías, empanaderías, parrilla, trattoría y restaurantes con una superficie habilitada de más de 300 m2",1112.00,8.40
882,62,552114.8,"Bar, confiterías, pizzerías, lomiterías, empanaderías, parrilla, trattoría y restaurantes con una superficie habilitada de más de 300 m2. Ubicados dentro de los siguientes perímetros:
- Perímetro comprendido por las calles Av. Marcelo T. De Alvear, Av. Figueroa Alcorta; Humberto Primero, Sarmiento, Av. Maipú, Chacabuco, Corrientes y Av. Duarte Quirós, ambas aceras y ochavas, y los ubicados en Calles Chacabuco,  Ituzaingó, Buenos Aires e Independencia, entre las calles Bv. Arturo Illia y Corrientes, en ambas aceras; en Calles Independencia, Obispo Trejo, Av. Vélez Sarsfield y Marcelo T de Alvear, entre las calles Bv. San Juan y Av. Duarte Quirós, en ambas aceras.
-  Perímetro comprendido por las calles: Rodríguez Peña; Isabel La Católica, Jujuy, Jerónimo Cortez, Fragueiro, Jerónimo Luis de Cabrera,  Lavalleja, Faustino Allende, ambas aceras y ochavas.
- Perímetro comprendido por las calles: Catamarca, Viamonte, 25 De Mayo y Ovidio Lagos, ambas aceras y ochavas.
- Sobre Avenida Rafael Nuñez entre el Nº 3700 hasta el Nº 5000, ambas aceras y ochavas.
-  Sobre Av. Del Dante, ambas aceras y ochavas.
- Sobre Av. Concepción Arenales, ambas aceras y ochavas.",2001.00,15.80
196,62,552114.2,"Bar, confiterías, pizzerías, lomiterías, empanaderías, parrilla, trattoría y restaurantes con una superficie habilitada desde 101 m2 a 200 m2",749.00,8.40
506,62,552114.6,"Bar, confiterías, pizzerías, lomiterías, empanaderías, parrilla, trattoría y restaurantes con una superficie habilitada desde 101 m2 a 200 m2. Ubicados dentro de los siguientes perímetros:
- Perímetro comprendido por las calles Av. Marcelo T. De Alvear, Av. Figueroa Alcorta; Humberto Primero, Sarmiento, Av. Maipú, Chacabuco, Corrientes y Av. Duarte Quirós, ambas aceras y ochavas, y los ubicados en Calles Chacabuco,  Ituzaingó, Buenos Aires e Independencia, entre las calles Bv. Arturo Illia y Corrientes, en ambas aceras; en Calles Independencia, Obispo Trejo, Av. Vélez Sarsfield y Marcelo T de Alvear, entre las calles Bv. San Juan y Av. Duarte Quirós, en ambas aceras.
- Perímetro comprendido por las calles: Rodríguez Peña; Isabel La Católica, Jujuy, Jerónimo Cortez, Fragueiro, Jerónimo Luis de Cabrera,  Lavalleja, Faustino Allende, ambas aceras y ochavas.
-  Perímetro comprendido por las calles: Catamarca, Viamonte, 25 De Mayo y Ovidio Lagos, ambas aceras y ochavas.
- Sobre Avenida Rafael Nuñez entre el Nº 3700 hasta el Nº 5000, ambas aceras y ochavas.
- Sobre Av. Del Dante, ambas aceras y ochavas.
- Sobre Av. Concepción Arenales, ambas aceras y ochavas.",1347.00,15.80
442,62,552114.3,"Bar, confiterías, pizzerías, lomiterías, empanaderías, parrilla, trattoría y restaurantes con una superficie habilitada desde 201 m2 a 300 m2",934.00,8.40
754,62,552114.7,"Bar, confiterías, pizzerías, lomiterías, empanaderías, parrilla, trattoría y restaurantes con una superficie habilitada desde 201 m2 a 300 m2. Ubicados dentro de los siguientes perímetros:
- Perímetro comprendido por las calles Av. Marcelo T. De Alvear, Av. Figueroa Alcorta; Humberto Primero, Sarmiento, Av. Maipú, Chacabuco, Corrientes y Av. Duarte Quirós, ambas aceras y ochavas, y los ubicados en Calles Chacabuco,  Ituzaingó, Buenos Aires e Independencia, entre las calles Bv. Arturo Illia y Corrientes, en ambas aceras; en Calles Independencia, Obispo Trejo, Av. Vélez Sarsfield y Marcelo T de Alvear, entre las calles Bv. San Juan y Av. Duarte Quirós, en ambas aceras.
- Perímetro comprendido por las calles: Rodríguez Peña; Isabel La Católica, Jujuy, Jerónimo Cortez, Fragueiro, Jerónimo Luis de Cabrera, Lavalleja, Faustino Allende, ambas aceras y ochavas.
- Perímetro comprendido por las calles: Catamarca, Viamonte, 25 De Mayo y Ovidio Lagos, ambas aceras y ochavas.
- Sobre Avenida Rafael Nuñez entre el Nº 3700 hasta el Nº 5000, ambas aceras y ochavas.
- Sobre Av. Del Dante, ambas aceras y ochavas.
- Sobre Av. Concepción Arenales, ambas aceras y ochavas.",1686.00,15.80
184,62,552114.1,"Bar, confiterías, pizzerías, lomiterías, empanaderías, parrilla, trattoría y restaurantes con una superficie habilitada hasta 100 m2",564.00,8.40
771,62,552114.5,"Bar, confiterías, pizzerías, lomiterías, empanaderías, parrilla, trattoría y restaurantes con una superficie habilitada hasta 100 m2. Ubicados dentro de los siguientes perímetros:
- Perímetro comprendido por las calles Av. Marcelo T. De Alvear, Av. Figueroa Alcorta; Humberto Primero, Sarmiento, Av. Maipú, Chacabuco, Corrientes y Av. Duarte Quirós, ambas aceras y ochavas, y los ubicados en Calles Chacabuco, Ituzaingó, Buenos Aires e Independencia, entre las calles Bv. Arturo Illia y Corrientes, en ambas aceras; en Calles Independencia, Obispo Trejo y Av. Vélez Sarsfield y Marcelo T. de Alvear,  entre las calles Bv. San Juan y Av. Duarte Quirós, en ambas aceras.
- Perímetro comprendido por las calles: Rodríguez Peña; Isabel La Católica, Jujuy, Jerónimo Cortez, Fragueiro, Jerónimo Luis de Cabrera,  Lavalleja, Faustino Allende, ambas aceras y ochavas.
- Perímetro comprendido por las calles: Catamarca, Viamonte, 25 De Mayo y Ovidio Lagos, ambas aceras y ochavas.
- Sobre Avenida Rafael Nuñez entre el Nº 3700 hasta el Nº 5000,  ambas aceras y ochavas.
- Sobre Av. Del Dante, ambas aceras y ochavas.
- Sobre Av. Concepción Arenales, ambas aceras y ochavas.",1011.00,15.80
830,62,552114.9,"Bar, confiterías, pizzerías, lomiterías, empanaderías, parrilla, trattoría y restaurantes. Ubicados dentro de shoppings, grandes centros comerciales y patios de comida.",1242.00,15.80
321,62,552114.13,"Bar, confiterías, pizzerías, lomiterías, empanaderías, parrilla, trattoría, y restaurantes con una superficie habilitada de mas de 300 m2. Ubicados dentro del perímetro comprendido por las calles: Bv. Illia, Tránsito Cáceres de Allende, Av. Poeta Lugones, Bv. Chacabuco, Bolivia, Ituzaingo, Venezuela, Richardson, Av. Vélez Sarsfield, Av. Pueyrredón, Av. Marcelo T. De Alvear, Bv San Juan, ambas aceras y ochavas.",4177.00,22.00
611,62,552114.11,"Bar, confiterías, pizzerías, lomiterías, empanaderías, parrilla, trattoría, y restaurantes con una superficie habilitada desde 101 m2 hasta 200 m2. Ubicados dentro del perímetro comprendido por las calles: Bv. Illia, Tránsito Cáceres de Allende, Av. Poeta Lugones, Bv. Chacabuco, Bolivia, Ituzaingo, Venezuela, Richardson, Av. Vélez Sarsfield, Av. Pueyrredón, Av. Marcelo T. De Alvear, Bv San Juan, ambas aceras y ochavas.",2219.00,22.00
236,62,552114.12,"Bar, confiterías, pizzerías, lomiterías, empanaderías, parrilla, trattoría, y restaurantes con una superficie habilitada desde 201 m2 hasta 300 m2. Ubicados dentro del perímetro comprendido por las calles: Bv. Illia, Tránsito Cáceres de Allende, Av. Poeta Lugones, Bv. Chacabuco, Bolivia, Ituzaingo, Venezuela, Richardson, Av. Vélez Sarsfield, Av. Pueyrredón, Av. Marcelo T. De Alvear, Bv San Juan, ambas aceras y ochavas.",3328.00,22.00
402,62,552114.10,"Bar, confiterías, pizzerías, lomiterías, empanaderías, parrilla, trattoría, y restaurantes con una superficie habilitada hasta 100 m2. Ubicados dentro del perímetro comprendido por las calles: Bv. Illia, Tránsito Cáceres de Allende, Av. Poeta Lugones, Bv. Chacabuco, Bolivia, Ituzaingo, Venezuela, Richardson, Av. Vélez Sarsfield, Av. Pueyrredón, Av. Marcelo T. De Alvear, Bv San Juan, ambas aceras y ochavas.",1299.00,22.00
188,53,924910.4,"Bingo, quini-6 u otros similares",783.00,29.00
548,35,642020.5,Cabinas telefónicas (por cabina Mínimo $ 60).,783.00,11.60
845,41,930990.5,Cama solar,740.00,8.40
130,41,930102,Cámaras frigoríficas y lugares destinados a la conservación de pieles.,934.00,15.80
180,20,924920.2,"Cancha de bowling y minigolf, por cada una",315.00,12.60
320,71,410020,"Captación, purificación y distribución de agua",577.00,0.00
268,27,523960.1,Carbón y leña,471.00,7.00
265,30,522210.1,Carnicería. Venta al por menor de carnes y sus preparados y derivados (excepto envasada y congelada),373.00,7.00
350,8,551210,"Casas amuebladas o alojamiento por hora; el importe mínimo a tributar por mes por las actividades comprendidas en el presente código, surgirá de multiplicar la tarifa más alta fijada en el mes para el turno de 2 hs. por la cantidad de habitaciones construidas por el coeficiente 3. El régimen de tarifas que establezcan las casas amuebladas o alojamiento por hora deberá comunicarse a la Dirección General de Recursos tributarios con 10 días de anticipación y bajo declaración jurada especificando las tarifas de los distintos turnos incluido el de 2 hs. y el número de cada una de las habitaciones sujetas a las mismas. Las tarifas incluidas en la declaración jurada deberán exhibirse al usuario en el interior de la habitación mediante impresos avisados por la Dirección General de Recursos Tributarios. Cuando no se estableciera tarifa para los turnos de 2 hs. la Dirección General de Recursos Tributarios determinará su equivalente.",4617.00,26.30
90,20,921990.2,"Centros de entretenimiento familiar, entendiendo por tales aquellos establecimientos con juegos de parque, mecánicos, electrónicos o similares que posean menos del 30% de los mismos en calidad de videojuegos",740.00,18.90
849,16,921200.2,"Cinematógrafos, con más de dos salas de exhibición",1852.00,13.70
131,16,921200.1,Cines. Exhibición de películas cinematográficas (excepto condicionadas),1852.00,13.70
691,16,921200.3,Cines. Exhibición de películas condicionadas,4617.00,52.50
242,20,924110.1,Club social y deportivo,471.00,10.50
157,36,454100,"Colocación de carpintería y herrería de obra, vidrios y cerramientos",577.00,7.60
417,36,452530,Colocación de cubiertas asfálticas y techos,577.00,7.60
422,36,454200.3,Colocación de pisos y revestimientos n.c.p. (incluye plastificado de pisos),577.00,7.60
322,36,454200.2,"Colocación y pulido de pisos y revestimientos de mosaicos, mármol, cerámicos y similares",577.00,7.60
797,27,523960,Combustibles derivados del petróleo y Gas Natural Comprimido,934.00,7.00
559,27,523963,"Combustibles derivados del petróleo y Gas Natural Comprimido, en estaciones de servicio y otras actividades reguladas por la Ordenanza Nº 9.748/97 y sus modificatorias como localizadas en zonas determinadas por el artículo 10° de dicha ordenanza",934.00,7.40
563,17,513381,"Combustibles derivados del Petróleo y Gas natural Comprimido, en Estaciones de Servicios y otras actividades reguladas por la Ordenanza Nº 9.748/97 y sus modificatorias, localizadas en las zonas determinadas por el artículo 10° de dicha ordenanza",1029.00,5.00
708,7,652201,Compañías de Ahorro para fines determinados                                                                                                                                                                                         Con un mínimo por persona que desarrolle actividad inherente al giro del establecimiento de $ 407.,0.00,15.10
459,7,652202.1,"Compañías Financieras, Caja de Créditos, Sociedades de Crédito para consumo comprendidas en la Ley de Entidades Financieras y autorizadas por el Banco Central de la República Argentina. Con un mínimo por persona que desarrolle actividad inherente al giro del establecimiento de $ 521.",0.00,16.40
742,57,702000.1,Compra Venta de Bienes Inmuebles,4932.00,9.30
267,27,523590,Compra y venta de artículos del hogar y muebles,471.00,7.00
37,27,523720.2,Compra y venta de oro,1852.00,15.80
660,7,671910,Compra y Venta de títulos y Casas de Cambio. Con un mínimo por empleado de $ 521.,0.00,44.00
775,35,642099.2,"Comunicaciones no clasificadas en otra parte                                                                                                                                                                                           Con un mínimo mensual por abonado conectado de $ 11,15.",0.00,15.10
946,35,642020.1,"Comunicaciones por correo, telégrafo y télex",934.00,10.00
47,35,642010.1,Comunicaciones por radio excepto radiodifusión y televisión (radioaficionados),934.00,10.00
396,35,642020.4,"Comunicaciones telefónicas larga distancia no incluidos en código 642020.2. Con un mínimo mensual por cliente activo de $ 4,20.",0.00,21.70
829,35,642020.2,"Comunicaciones telefónicas. Con un mínimo por abonado de $ 11,15. (Cuando exista dos o más empresas que presten servicios diversos al mismo abonado, el mínimo mensual se asignará en forma completa al prestador “abono básico”).",0.00,25.00
59,18,182009.2,Confección de artículos de piel (excluidas las prendas de vestir),934.00,8.40
288,69,181191,Confección de impermeables y pilotos,577.00,7.00
810,69,181202,Confección de prenda de vestir de cuero y sucedáneos,733.00,8.40
495,69,181199,"Confección de prendas de vestir (excepto las de piel, de cuero y sucedáneos, pilotos e impermeables). Incluye ropa interior, prendas de dormir y playa, indumentaria de trabajo, uniformes, guardapolvos, ropa de bebé y niño.",577.00,7.00
872,69,182001,Confección de prendas de vestir de piel y sucedáneos,733.00,8.40
100,10,352000,Construcción de maquinaria y equipo ferroviario (incluye locomotoras y material rodante),577.00,7.00
255,10,351100,Construcción de motores y piezas para navíos,577.00,7.00
780,36,452390,"Construcción o reparación de calles, puentes, aeropuertos, centrales hidroeléctricas y/u obras pesadas similares",577.00,7.60
167,10,351200,"Construcción y reparación de embarcaciones, incluye buques, yates, veleros, botes,  Astilleros",577.00,7.00
332,36,452100,"Construcción, reforma y reparación de edificios (incluye viviendas unifamiliares y multifamiliares; bungalows, cabañas, casas de campo, departamento, albergues para ancianos, estudiantes, niños)",577.00,7.60
74,36,452900.1,Construcciones n.c.p.,577.00,7.60
614,57,702000.2,Corredor inmobiliario,564.00,15.80
262,35,642099.1,Correo electrónico - Provisión de Servicios de internet                                                                                                                                                            Con un mínimo mensual por abonado o conectado de $ 5.,0.00,15.10
880,41,930202.2,Cosmetología,375.00,8.40
115,52,173091,Costurera con superficie menor a 100 m2,264.00,7.00
407,39,012242,Cría de animales para la obtención de pelos,577.00,7.00
892,39,012241,Cría de animales para la obtención de pieles y cueros,577.00,7.00
501,39,012243,Cría de animales para la obtención de plumas,577.00,7.00
670,39,012290,"Cría de animales y obtención de productos de origen animal, n.c.p. (Incluye ciervo, conejo -excepto para pelos-, gato, gusano de seda, lombriz, pájaro, perro, rana, animales para experimentación, caracoles vivos, frescos, congelados y secos -excepto marino-, cera de insectos excepto la de abeja)",577.00,7.00
212,39,012211,Cría de aves para producción de carne,577.00,7.00
370,39,012212,Cría de aves para producción de huevos,577.00,7.00
61,39,012111,"Cría de ganado (incluye ovino, bovino, equino, caprino)",577.00,7.00
453,5,011411,Cultivo de algodón,577.00,7.00
619,5,011111,"Cultivo de arroz, trigo, maíz, soja y cereales forrajeros,  oleaginosas, semillas",577.00,7.00
679,5,011229,"Cultivo de bulbos, brotes, raíces y hortalizas de frutos n.c.p. (incluye ají, ajo, alcaparra, berenjena, cebolla, calabaza, espárrago, frutilla, melón, pepino, pimiento, sandía, zanahoria, zapallo, zapallito)",577.00,7.00
382,5,011421,Cultivo de caña de azúcar,577.00,7.00
695,5,011460,"Cultivo de especias (de hoja, de semilla, de flor y de fruto) y de plantas aromáticas y medicinales.",577.00,7.00
574,5,011251,Cultivo de flores,577.00,7.00
5,5,011330,"Cultivo de frutas cítricas. (Incluye bergamota, lima, limón, mandarina, naranja, pomelo, kinoto)",577.00,7.00
895,5,011320,"Cultivo de frutas de carozo. (Incluye cereza, ciruela, damasco, durazno, melón)",577.00,7.00
275,5,011319,"Cultivo de frutas de pepita n.c.p. (Incluye membrillo, níspero)",577.00,7.00
40,5,011390,"Cultivo de frutas n.c.p. (Incluye ananá, banana, higo, kiwi, mamón, palta, uva de mesa)",577.00,7.00
639,5,011230,"Cultivo de hortalizas de hoja y de otras hortalizas frescas (incluye acelga, apio, cebolla de verdeo, choclo, coles, espinaca, lechuga, perejil, radicheta, repollo)",577.00,7.00
123,5,011241,"Cultivo de legumbres frescas (incluye arveja, chaucha, haba, lupino, poroto)",577.00,7.00
545,5,011242,"Cultivo de legumbres secas. (Incluye arveja, garbanzo, haba, lenteja, poroto)",577.00,7.00
91,5,011311,Cultivo de manzana y pera,577.00,7.00
87,5,011340,"Cultivo de nueces y frutas secas. (Incluye almendra, avellana, castaña, nuez, pistacho)",577.00,7.00
768,5,011210,"Cultivo de papa, batata y mandioca",577.00,7.00
397,5,011252,Cultivo de plantas ornamentales,577.00,7.00
174,5,011419,"Cultivo de plantas para la obtención de fibras n.c.p. (Incluye abacá, cáñamo, formio, lino textil, maíz de Guinea, ramio, yute)",577.00,7.00
205,5,011429,Cultivo de plantas sacaríferas n.c.p. (Incluye remolacha azucarera),577.00,7.00
732,5,011450,Cultivo de tabaco,577.00,7.00
488,5,011440,"Cultivo de té, yerba mate y otras plantas cuyas hojas se utilizan p/preparar bebidas (infusiones)",577.00,7.00
13,5,011221,Cultivo de tomate,577.00,7.00
367,5,011430,Cultivo de vid para vinificar,577.00,7.00
514,5,011490,"Cultivos industriales n.c.p. (Incluye olivo para conserva, palmitos)",577.00,7.00
867,5,011530,Cultivos n.c.p.,577.00,7.00
102,18,191100,"Curtido, acabado, repujado, charolado y terminado del cuero. Curtiembres y talleres de acabado",577.00,8.40
755,41,930202.5,Depilación,375.00,8.40
224,29,632000.4,"Depósitos , almacenamiento y venta  de  Pirotecnia, pólvora, armamento, explosivos",1139.00,9.30
38,29,632000.3,Depósitos y almacenamientos de alimentos no refrigerados,934.00,7.00
735,29,632000.2,Depósitos y almacenamientos de alimentos refrigerados,934.00,7.00
927,29,632000.1,"Depósitos y almacenamientos en general, excepto alimentos",934.00,7.60
48,36,452510.2,Desagotes de pozos negros y/o cámaras sépticas.,471.00,7.60
916,27,525000,Desarmaderos de autos y venta al por menor de sus partes. Repuestos y accesorios usados,471.00,7.00
221,31,373000,Desarrollo de software,373.00,8.40
434,23,153120,"Descascaramiento, pulido, limpieza y molienda de arroz",733.00,7.00
273,36,452510.3,Desobstrucción de cañerías.,471.00,7.60
777,16,921220,Despachante de aduana y balanceadores,564.00,12.60
934,19,155110,Destilación de alcohol etílico,733.00,8.40
394,19,155120.1,Destilación de alcoholes excepto el etílico,733.00,7.00
165,19,155120.2,"Destilación, rectificación y mezcla de bebidas alcohólicas (incluye whisky, coñac, ron)",733.00,8.40
150,47,401300,Distribución de energía eléctrica. Por cada 10.000 Kw. $ 112.,0.00,0.00
846,41,930990.3,Distribución de gacetillas,375.00,8.40
419,72,513212,Distribución por mayor de diarios y revistas,373.00,7.00
734,16,921120,Distribución y alquiler de películas cinematográficas,1852.00,7.00
538,24,512299.2,Distribución y venta al por mayor de alimentos y suplementos dietarios.,373.00,7.00
193,17,514199.2,Distribución y venta al por mayor de carbón y sus derivados,373.00,7.00
873,24,512250,Distribución y venta al por mayor de pan y productos de panificación,373.00,7.00
179,17,514990,Distribución y venta al por mayor de petróleo y sus derivados (excepto combustibles),373.00,4.00
776,17,514932,Distribución y venta al por mayor de productos de caucho,373.00,7.00
278,24,512279,Distribución y venta al por mayor de productos y subproductos de molinería,373.00,7.00
44,33,221100,Edición de libros y publicaciones. Editoriales con talleres propios,264.00,7.00
151,33,221900.2,Edición n.c.p.,264.00,7.00
237,33,221200,"Editorial de diarios, periódicos y revistas",264.00,7.00
433,33,221900.1,Editoriales sin imprenta,264.00,7.00
379,28,743000.2,Ejecución de trabajos de artículos publicitarios (diseño gráfico),471.00,11.60
939,36,453190,Ejecución y mantenimiento de instalaciones eléctricas n.c.p.,577.00,7.60
467,23,152090.3,"Elaboración artesanal de alimentos sin local de atención, sin empleados",315.00,7.00
279,23,152090.1,Elaboración artesanal de helados,733.00,7.00
448,31,151191,Elaboración de aceites y grasas animales no comestibles,577.00,7.00
520,23,151410,Elaboración de aceites y grasas vegetales y subproductos,733.00,7.00
336,23,151203,Elaboración de aceites y harinas de pescado y otros animales marinos,733.00,7.00
98,9,153131,Elaboración de alimentos de cereales,733.00,7.00
141,23,153300,Elaboración de alimentos preparados para animales,733.00,7.00
745,23,153200,Elaboración de almidones y productos derivados del almidón. (Incluye la elaboración de glucosa y gluten),733.00,7.00
364,73,272010,Elaboración de aluminio primario y semielaborados de aluminio,577.00,7.00
239,19,155499,Elaboración de bebidas n.c.p.,733.00,8.40
704,19,155420,"Elaboración de bebidas no alcohólicas (incluye bebidas refrescantes, gaseosas, excepto jugos o jarabes para diluir)",733.00,9.50
766,23,154301,"Elaboración de cacao, chocolate, bombones y otros productos similares a base de cacao",733.00,7.00
562,23,154309,"Elaboración de caramelos, golosinas y otros productos de confiterías n.c.p.",733.00,7.00
424,9,154999.2,"Elaboración de concentrados: café, te",733.00,7.00
201,9,154912,Elaboración de especies,733.00,7.00
821,9,154991,"Elaboración de extractos, jarabes y concentrados",733.00,7.00
392,23,151340,"Elaboración de frutas, hortalizas y legumbres congeladas",733.00,7.00
80,19,155490.2,Elaboración de jugos envasados para diluir,733.00,8.40
315,19,155300,"Elaboración de malta, cerveza y bebidas malteadas",733.00,9.50
767,23,154410,Elaboración de pastas frescas,733.00,7.00
202,23,151201,"Elaboración de pescados de mar, crustáceos y otros productos marinos envasado y conservación",733.00,7.00
429,23,151202,"Elaboración de pescados de río, lagunas y otros productos pluviales y lacustres. Envasado y conservación",733.00,7.00
712,9,154999.5,"Elaboración de productos alimenticios n.c.p. (Incluye la elaboración de polvos para preparar postres y gelatinas, levadura, productos para copetín, sal de mesa, mayonesa, mostaza)",733.00,7.00
254,23,154199,"Elaboración de productos de panadería n.c.p. (Incluye la elaboración de churros, prepizzas, masas fritas, de hojaldre, en establecimientos de hasta 10 ocupados)",733.00,7.00
465,9,154999.4,Elaboración de productos dietéticos.,733.00,7.00
28,3,242320,"Elaboración de productos medicinales para animales (incluye vacunas, sueros y similares de uso veterinario)",577.00,7.00
22,19,155290,Elaboración de sidras y bebidas fermentadas excepto las malteadas,733.00,8.40
427,19,155412,Elaboración de soda,367.00,8.40
9,9,154920,Elaboración de té,733.00,7.00
415,9,154992,Elaboración de vinagre,733.00,7.00
508,19,155210,Elaboración de vinos,733.00,8.40
16,15,269421,Elaboración de yeso,577.00,7.00
81,23,154430,"Elaboración y comercialización al por mayor de alimentos, con planta industrial fuera del ejido municipal",733.00,7.00
632,19,155500,"Elaboración y comercialización al por mayor de bebidas, con planta industrial fuera del ejido municipal",733.00,8.40
622,54,160092,"Elaboración y comercialización al por mayor de cigarrillos, con planta industrial fuera del ejido municipal",1496.00,12.60
208,23,151390.1,"Elaboración y envasado de conservas, caldos concentrados y otros alimentos deshidratados",733.00,7.00
139,23,151330,"Elaboración y envasado de dulces, mermeladas y jaleas",733.00,7.00
602,9,154930,Elaboración y molienda de yerba mate (incluye concentrados),733.00,7.00
554,23,151310,"Elaboración, envasado y conservación de frutas y legumbres",733.00,7.00
140,23,151390.2,"Elaboración, envasado y conservación de frutas, legumbres y hortalizas n.c.p. (Incluye la elaboración de sémola de hortalizas y legumbres)",733.00,7.00
635,23,151320,"Elaboración, envasado y conservación de jugos de frutas naturales o artificiales",733.00,7.00
615,23,152010,"Elaboración, pasteurización y homogeneización de leche (incluida la condensada y en polvo)",733.00,7.00
879,23,151390.3,"Elaboración, precortado y envasado de hortalizas y/o frutas frescas.",733.00,7.00
326,19,155411,Embotellamiento de aguas naturales y minerales,733.00,8.40
116,53,924910.7,"Emisión u organización de rifas, bonos, cupones, billetes o similares",783.00,63.00
276,16,921301,Emisora y productora de radio de AM,934.00,7.00
756,16,921302,Emisora y productora de radio de FM,934.00,7.00
190,35,602091.2,Emisora y productora de televisión abierta,3702.00,7.00
629,35,602091.1,Emisora y productora de televisión por cable,1852.00,7.00
874,41,930300.1,Empresa de pompas fúnebres (cochería servicios fúnebres),564.00,8.40
147,41,930300.2,Empresa de pompas fúnebres (servicios por abono),564.00,8.40
192,7,659920,Empresas o personas dedicadas a la negociación de órdenes y tarjetas de compras y créditos (Artículo 274 del C.T.M.). Con un mínimo por persona que desarrolle actividad inherente al giro del establecimiento de $ 527.,0.00,18.90
209,21,801000.4,Enseñanza privada (otras),471.00,7.00
117,21,801000.3,Enseñanza privada (únicamente planes oficiales),471.00,7.00
788,21,809000.3,Escuela de conductores,471.00,7.00
161,21,801000.1,Escuela de enseñanza privada pre-primaria,471.00,7.00
67,21,801000.2,Escuela de enseñanza privada. Primaria (EGB),471.00,7.00
510,21,802100.1,Escuela de enseñanza privada. Secundaria (Polimodal),471.00,7.00
913,21,802100.2,Escuela de enseñanza privada. Terciaria,471.00,7.00
915,21,809000.4,Escuela de natación,471.00,7.00
143,21,809000.5,Escuela de yoga terapia,471.00,7.00
409,21,809000.2,Escuela para discapacitados mentales y físicos,471.00,7.00
943,35,642021,Estafeta postal,934.00,10.00
95,28,749400.1,Estudio fotográfico. Laboratorio,740.00,11.60
58,28,749400.2,Estudios fotográficos. Fotografía comercial,740.00,11.60
764,36,451100,Excavación y Demolición de edificios y sus partes,577.00,7.60
617,63,512330,Expendio de bebidas alcohólicas: entre las 24 Hs. y las 07 del día siguiente.,9237.00,10.50
